1370,1370,体育/运动,求篇类型不同描写运动会的文章拜托写景的写人的记叙四百米心路历程头一百米心急如焚落后就要挨打次一百米心神不定我是不是该安静的走开再一百米心理斗争生存还死亡末一百米心有余而力不足想说冲刺不容易研班五言寄校会跑步跳跃透支项项夺冠获奖颁奖领奖个个欢喜参赛助威拟稿人人努力冠军淘汰输嬴重在参与世事我曾抗争成败不必在意星海学院供稿我们的运动会跑跳高加油声裁判吹哨他们干什么赛场上比绝招谁胜谁负不知道参与才更重要大家都别吵快看快看到终点齐叫好社管学院医事法律王瑞小小接力棒一棒传一棒第一棒传第二棒第二棒传第三棒第三棒传第四棒棒棒传友谊友谊传四方走四方路迢迢看我研究生多风光研二班眼睛你要擦亮记住我奔跑的模样表情不必太夸张我的速度不会像风一样飘扬我专心奔跑的侧脸还蛮俊俏只知道现在终点是我唯一的目标我减速拐过弯道可惜被自己鞋带绊倒没关系我拭去汗珠继续奔跑看着前面的身影我不禁猜想这第一名到底有多强到底还要拐过多少弯道迈出多少步伐才可追上不想一直这么懦弱充满了敌意眼光等机会我一定打倒对方我奋袖向前撵上原来天堂这般美好呼喊声仅为我而响史言级药品要想跑得快首先要补钙想要跑得狂得喝葡萄糖你来争来我来抢不拿奖品算白忙跑不动了想想党想想长征有多长咣哩个铛咣哩个铛虞美人龙争虎斗何时了赛事知多少田径记录又打破往事悄然消逝烟雨中项目跑道应犹在只是姓名改问君能有胜算否恰似千军万马齐过桥星海学院运动场上彩旗飘运动健儿快快跑东风吹往东跑西风吹往西跑南风吹往南跑北风吹往北跑最后都向终点跑研班赞标枪运动员一支标枪天上飞裁判打车往前追不知是谁这般猛咱研究生闪光辉级班陈默赞长跑运动员今天气不错挺风和日丽的我们没有课心情挺爽的看着运动会我想这大学生活是多么美好啊跑道上的我心中只一事哎呀这的跑道得一气跑完呢医疗级班孙丹致辞全体啦啦队员啦啦队长身材不错拉拉队员嗓门不错全场气氛靠你没错喊出气势更不会错如若喊错要将错就错没错没错绝对没错附属卫校级护理李慧致铅球运动员看眼前的那个铁球黑黑的还依稀可见锈迹斑斑也许它曾经连在烈士们沉重的脚镣上或许它曾经不小心砸伤了你的脚那么不要再犹豫了用力推掉它吧让它离我们远远的看那一面面迎风飘舞的彩旗是一朵朵盛开的鲜花听那一阵阵惊天动地的欢呼是回响在耳边胜利的风声运动场上的你们是胜利的标志运动场上的你们是青春的赞叹去吧去迎接那伟大的挑战去吧去做一名追风的少年你们代表的是东西南北风夸夫迫日惊华夏平步青云塔黄沙毓文男儿集力聚气贯神州傲中华百米跑道虽不长运动健儿志高扬摸拳擦掌跃欲试分秒必争勇夺魁高三七班有勇女巾帼岂将须眉让古有木兰冲杀场今有郎萍跑百米立志创新校记录勇夺奥运第一枚迎接你的是五千米跑道等待你的是漫漫征途勇敢的冲吧勇士们不要畏惧对手的强大你的对手只有自己勇敢的冲吧五千米算不得什么付出的汗水就要得到回报胜利的泪水就要顺颊而下秋风会为你喝彩阳光会为你庆功掌声就要为你响起柳树抽出新芽怎能忘了春风的吹拂小草钻出泥土怎能忘了春雨的滋润花儿绽开美丽笑脸怎能忘了太阳爱抚孩子们的成长更不能忘记老师的培养今天我们成绩的取得怎能忘记您公正无私的裁判员老师给予的越多收获的越多奋斗的越多收获的越多坚韧的毅力坚定的信念收获闪光的金牌不为掌声的诠释不为刻意的征服只有辛勤的汗水化作追求的脚步心中坚定的信念脚下沉稳的步伐你用行动诉说着一个不变的真理没有比脚更长的路没有比人更高的山希望在终点向你招手努力吧用你坚韧不拔的毅志去迎接终点的鲜花与掌声相信成功属于你你是运动场的心脏跳动梦想你是漫长路的精神激励辉煌你们是将上下求索的人风为你加油云为你助兴坚定执着耐力与希望在延伸的白色跑道中点点凝聚力量信念拼搏与奋斗在遥远的终点线上渐渐明亮时代的强音正在你的脚下踏响漫漫长路你愿一人独撑忍受着孤独与寂寞承受着体力与精神的压迫只任汗水溶于泪水可脚步却从不停歇好样的纵然得不了桂冠可坚持的你定会赢得最后的掌声协和浑厚的声音传来了这是三七班米同步运动员四人齐心勇向前勇争第一不畏坚这是三七的实力这是三七的信心团结就是力量最强是三七泥泞的路走过无数累了告诉自己快了再坚持一会儿身上的伤流出血来疼了告诉自己别哭会好的摔到了告诉自己快爬起来世上很少有坦途深深的呼吸等待你的是艰难的米相信胜利会属于你们但在这征途上需要你用勇敢的心去面对我们在为你加油你是否听到了我们发自心中的呐喊困难和胜利都在向你招手去呀快去呀不要犹豫快去击败困难快去夺取胜利相信你会送给我们一个汗水浸湿的微笑广播里听不到您的声音领奖台前看不到您的身影您说这是应该的但是如果没有您的认真和公正严谨与洒脱就不会有那么多成功的喜悦也不会有那么多凯旋而归您才是真正的奉献者相信经您之手会有更多的胜利者涌现出来才会有更多的冠军向我们走来一切感激的话都显得苍白无力唯有向您道一声您辛苦了尊敬的裁判员祝贺大会胜利召开十月的阳光十月的朝霞一个灿烂明媚的十月一个丰收吉祥的十月欢歌笑语彩旗飘飘运动会开幕了内心的喜悦无法用语言来表达千万个美丽的词汇也无法描述昔日的努力要在今天得到考验来吧让今天的成功谱写新的未来您是运动场上正义的化身您是比赛场中公证的使者您手中挥动的令旗为比赛增添一道亮丽的风景线我们为你高歌我们为你欢唱我们衷心地道一声辛苦了敬爱的裁判如海上的浪花似浪花上的云燕看那一面面迎风飘舞的彩旗是一朵朵盛开的鲜花听那一阵阵惊天动地的欢呼是回响在耳边胜利的风声运动场上的你们是胜利的标志运动场上的你们是青春的赞叹去吧去迎接那伟大的挑战去吧去做一名追风的少年你们代表的是东西南北风夸夫迫日惊华夏平步青云塔黄沙毓文男儿集力聚气贯神州傲中华百米跑道虽不长运动健儿志高扬摸拳擦掌跃欲试分秒必争勇夺魁高三七班有勇女巾帼岂将须眉让古有木兰冲杀场今有郎萍跑百米立志创新校记录勇夺奥运第一枚迎接你的是五千米跑道等待你的是漫漫征途勇敢的冲吧勇士们不要畏惧对手的强大你的对手只有自己勇敢的冲吧五千米算不得什么付出的汗水就要得到回报胜利的泪水就要顺颊而下秋风会为你喝彩阳光会为你庆功掌声就要为你响起柳树抽出新芽怎能忘了春风的吹拂小草钻出泥土怎能忘了春雨的滋润花儿绽开美丽笑脸怎能忘了太阳爱抚孩子们的成长更不能忘记老师的培养今天我们成绩的取得怎能忘记您公正无私的裁判员老师给予的越多收获的越多奋斗的越多收获的越多坚韧的毅力坚定的信念收获闪光的金牌不为掌声的诠释不为刻意的征服只有辛勤的汗水化作追求的脚步心中坚定的信念脚下沉稳的步伐你用行动诉说着一个不变的真理没有比脚更长的路没有比人更高的山希望在终点向你招手努力吧用你坚韧不拔的毅志去迎接终点的鲜花与掌声相信成功属于你你是运动场的心脏跳动梦想你是漫长路的精神激励辉煌你们是将上下求索的人风为你加油云为你助兴坚定执着耐力与希望在延伸的白色跑道中点点凝聚力量信念拼搏与奋斗在遥远的终点线上渐渐明亮时代的强音正在你的脚下踏响漫漫长路你愿一人独撑忍受着孤独与寂寞承受着体力与精神的压迫只任汗水溶于泪水可脚步却从不停歇好样的纵然得不了桂冠可坚持的你定会赢得最后的掌声协和浑厚的声音传来了这是三七班米同步运动员四人齐心勇向前勇争第一不畏坚这是三七的实力这是三七的信心团结就是力量最强是三七泥泞的路走过无数累了告诉自己快了再坚持一会儿身上的伤流出血来疼了告诉自己别哭会好的摔到了告诉自己快爬起来世上很少有坦途深深的呼吸等待你的是艰难的米相信胜利会属于你们但在这征途上需要你用勇敢的心去面对我们在为你加油你是否听到了我们发自心中的呐喊困难和胜利都在向你招手去呀快去呀不要犹豫快去击败困难快去夺取胜利相信你会送给我们一个汗水浸湿的微笑广播里听不到您的声音领奖台前看不到您的身影您说这是应该的但是如果没有您的认真和公正严谨与洒脱就不会有那么多成功的喜悦也不会有那么多凯旋而归您才是真正的奉献者相信经您之手会有更多的胜利者涌现出来才会有更多的冠军向我们走来一切感激的话都显得苍白无力唯有向您道一声您辛苦了尊敬的裁判员祝贺大会胜利召开十月的阳光十月的朝霞一个灿烂明媚的十月一个丰收吉祥的十月欢歌笑语彩旗飘飘运动会开幕了内心的喜悦无法用语言来表达千万个美丽的词汇也无法描述昔日的努力要在今天得到考验来吧让今天的成功谱写新的未来您是运动场上正义的化身您是比赛场中公证的使者您手中挥动的令旗为比赛增添一道亮丽的风景线我们为你高歌我们为你欢唱我们衷心地道一声辛苦了敬爱的裁判如海上的浪花似浪花上的云燕看那一面面迎风飘舞的彩旗是一朵朵盛开的鲜花听那一阵阵惊天动地的欢呼是回响在耳边胜利的风声运动场上的你们是胜利的标志运动场上的你们是青春的赞叹去吧去迎接那伟大的挑战去吧去做一名追风的少年你们代表的是东西南北风夸夫迫日惊华夏平步青云塔黄沙毓文男儿集力聚气贯神州傲中华百米跑道虽不长运动健儿志高扬摸拳擦掌跃欲试分秒必争勇夺魁高三七班有勇女巾帼岂将须眉让古有木兰冲杀场今有郎萍跑百米立志创新校记录勇夺奥运第一枚迎接你的是五千米跑道等待你的是漫漫征途勇敢的冲吧勇士们不要畏惧对手的强大你的对手只有自己勇敢的冲吧五千米算不得什么付出的汗水就要得到回报胜利的泪水就要顺颊而下秋风会为你喝彩阳光会为你庆功掌声就要为你响起柳树抽出新芽怎能忘了春风的吹拂小草钻出泥土怎能忘了春雨的滋润花儿绽开美丽笑脸怎能忘了太阳爱抚孩子们的成长更不能忘记老师的培养今天我们成绩的取得怎能忘记您公正无私的裁判员老师给予的越多收获的越多奋斗的越多收获的越多坚韧的毅力坚定的信念收获闪光的金牌不为掌声的诠释不为刻意的征服只有辛勤的汗水化作追求的脚步心中坚定的信念脚下沉稳的步伐你用行动诉说着一个不变的真理没有比脚更长的路没有比人更高的山希望在终点向你招手努力吧用你坚韧不拔的毅志去迎接终点的鲜花与掌声相信成功属于你你是运动场的心脏跳动梦想你是漫长路的精神激励辉煌你们是将上下求索的人风为你加油云为你助兴坚定执着耐力与希望在延伸的白色跑道中点点凝聚力量信念拼搏与奋斗在遥远的终点线上渐渐明亮时代的强音正在你的脚下踏响漫漫长路你愿一人独撑忍受着孤独与寂寞承受着体力与精神的压迫只任汗水溶于泪水可脚步却从不停歇好样的纵然得不了桂冠可坚持的你定会赢得最后的掌声协和浑厚的声音传来了这是三七班米同步运动员四人齐心勇向前勇争第一不畏坚这是三七的实力这是三七的信心团结就是力量最强是三七泥泞的路走过无数累了告诉自己快了再坚持一会儿身上的伤流出血来疼了告诉自己别哭会好的摔到了告诉自己快爬起来世上很少有坦途深深的呼吸等待你的是艰难的米相信胜利会属于你们但在这征途上需要你用勇敢的心去面对我们在为你加油你是否听到了我们发自心中的呐喊困难和胜利都在向你招手去呀快去呀不要犹豫快去击败困难快去夺取胜利相信你会送给我们一个汗水浸湿的微笑广播里听不到您的声音领奖台前看不到您的身影您说这是应该的但是如果没有您的认真和公正严谨与洒脱就不会有那么多成功的喜悦也不会有那么多凯旋而归您才是真正的奉献者相信经您之手会有更多的胜利者涌现出来才会有更多的冠军向我们走来一切感激的话都显得苍白无力唯有向您道一声您辛苦了尊敬的裁判员祝贺大会胜利召开十月的阳光十月的朝霞一个灿烂明媚的十月一个丰收吉祥的十月欢歌笑语彩旗飘飘运动会开幕了内心的喜悦无法用语言来表达千万个美丽的词汇也无法描述昔日的努力要在今天得到考验来吧让今天的成功谱写新的未来您是运动场上正义的化身您是比赛场中公证的使者您手中挥动的令旗为比赛增添一道亮丽的风景线我们为你高歌我们为你欢唱我们衷心地道一声辛苦了敬爱的裁判如海上的浪花似浪花上的云燕灵巧的速跑轻轻的一跃落下的是小小的横竿升起的是不屈的信念一只标枪天上飞裁判打车往前追不知是谁这般猛七班王欣闪光辉生活中我们每天都在尝试尝试中我们走向成功品味失败走过心灵的阴雨晴空运动员们不要放弃尝试假如你成功了这就是下一次尝试的动力假如你失败了就总结经验吸取教训继续努力无论失败与否重要的是你勇于参与的精神付出的背后是胜利无论是否成功我们永远赞美你你们永远是我们的骄傲努力吧运动员是种子就该有绿色的希望是种子就该有金色的梦想不要躺在封闭的暖房怕什么秋日薄薄的风霜既然已走上了运动场心里就不要多想跑道已洒满阳光不要羞涩不要紧张听秋雁在空中为你歌唱快去拾取片片金黄充满信心就有希望在我心中你一直是个英雄我的心伴随着你跳动每一分钟因为你始终看重付出的过程因为你只求付出不求回报的个性你是一颗明星我的手永远为你挥动运动场上彩旗飘运动健儿显英豪跳跃身姿轻如燕铅球飞落地动摇百米冲刺如猛虎投球奔跑本领高运动健儿多自豪风流人物看今朝运动员那矫健的身姿在米跑道上飞翔着加油加油再加油一滴滴的汗水一丝丝的希望人生能有几次搏千百双眼睛在鼓励着你们努力拼搏吧胜利就在眼前几许真诚的鼓励几句亲切的问候几注深情的目光几多支持与帮助带给运动员的是信心是勇气是誓夺第一的决心和毅力几句呐喊几束鲜花阵阵锣鼓片片掌声带给运动员的是满足是感激是成功后的喜悦和快意谢谢你我们的啦啦队你的汗水洒在跑道浇灌着成功的花朵开放你的欢笑飞扬在赛场为班争光数你最棒跑吧追吧在这广阔的赛场上你似骏马似离铉的箭跑吧追吧你比虎猛比豹强环形的跑道一圈又一圈的坚持毅力与精神活跃在会场上湿透的衣衫满头的大汗无限追求奋力追赶我们为你欢呼跳跃我们为你骄傲悄悄的我退居一旁避开所有的掌声和目光远离胜利者的灿烂和辉煌如果说生命也是一场竞争我参与也曾把竞争的滋味品尝那么让我也抬起头甩掉心中的压抑下次运动员我仍会同你较量你象一只雄鹰翱翔在晴空之中你象一颗金星闪烁在宇宙之中你象一匹骏马驰骋在战场之中没象是头猎豹疾驰在草原之中你象一艘快艇飞奔在海洋之中胜利的果实等你摘取希望的高峰等待你去攀登人生的路有坦途也有坎坷走过的岁月有欢笑也有苦涩泪水告诉我一个跌倒的故事汗水使我多了一份沉重几多成熟理想毕竟不同于现实失败是生活的一部分谁也无法选择无法拒绝人生要自己去拼搏去奋斗在风雨中百屈不挠勇往直前在自己的每个驿站都留下一段无悔的回忆流泪不是失落徘徊不是迷惑成功属于那些战胜失败坚持不懈勇于追求梦想的人运动场上有你们的飒爽英姿运动场上有你们的拼搏身影面对漫漫的征途你没有畏惧和退缩任汗水打湿脊背任疲惫爬满全身依然奋力追赶只有一个目标只有一个信念为班级赢得荣誉拼搏吧为我你们呐喊加油加油天如幕日如初运动场内生龙活虎没有常胜将万古侯更无江山代有才人出赛场如战场彩旗列列迎红日呐喊声声震雷霆英雄勇将呼之欲出各领风骚一帜独树群雄乍起英雄谁属洒过泪流过汗坚韧铸造王者风度敢拼搏不服输霸气早成成功我属赞三千米夸夫迫日惊华夏平步青云塔黄沙毓文男儿集力聚气贯神州傲中华赞百米运动员百米跑道虽不长运动健儿志高扬摸拳擦掌跃欲试分秒必争勇夺魁高三七班有勇女巾帼岂将须眉让古有木兰冲杀场今有郎萍跑百米立志创新校记录勇夺奥运第一枚赞裁判员柳树抽出新芽怎能忘了春风的吹拂小草钻出泥土怎能忘了春雨的滋润花儿绽开美丽笑脸怎能忘了太阳爱抚孩子们的成长更不能忘记老师的培养今天我们成绩的取得怎能忘记您公正无私的裁判员老师致运动员不为掌声的诠释不为刻意的征服只有辛勤的汗水化作追求的脚步心中坚定的信念脚下沉稳的步伐你用行动诉说着一个不变的真理没有比脚更长的路没有比人更高的山希望在终点向你招手努力吧用你坚韧不拔的毅志去迎接终点的鲜花与掌声相信成功属于你致跳高运动员如海上的浪花似浪花上的云燕灵巧的速跑轻轻的一跃落下的是小小的横竿升起的是不屈的信念致运动员生活中我们每天都在尝试尝试中我们走向成功品味失败走过心灵的阴雨晴空运动员们不要放弃尝试假如你成功了这就是下一次尝试的动力假如你失败了就总结经验吸取教训继续努力无论失败与否重要的是你勇于参与的精神付出的背后是胜利无论是否成功我们永远赞美你你们永远是我们的骄傲努力吧运动员致运动健儿运动场上彩旗飘运动健儿显英豪跳跃身姿轻如燕铅球飞落地动摇百米冲刺如猛虎投球奔跑本领高运动健儿多自豪风流人物看今朝致米运动员运动员那矫健的身姿在米跑道上飞翔着加油加油再加油一滴滴的汗水一丝丝的希望人生能有几次搏千百双眼睛在鼓励着你们努力拼搏吧胜利就在眼前败者的心声悄悄的我退居一旁避开所有的掌声和目光远离胜利者的灿烂和辉煌如果说生命也是一场竞争我参与也曾把竞争的滋味品尝那么让我也抬起头甩掉心中的压抑下次运动员我仍会同你较量赞长跑运动员运动场上有你们的飒爽英姿运动场上有你们的拼搏身影面对漫漫的征途你没有畏惧和退缩任汗水打湿脊背任疲惫爬满全身依然奋力追赶只有一个目标只有一个信念为班级赢得荣誉拼搏吧为我你们呐喊加油加油成功谁属天如幕日如初运动场内生龙活虎没有常胜将万古侯更无江山代有才人出赛场如战场彩旗列列迎红日呐喊声声震雷霆英雄勇将呼之欲出各领风骚一帜独树群雄乍起英雄谁属洒过泪流过汗坚韧铸造王者风度敢拼搏不服输霸气早成成功我属这种东西
,id,category,data
1393,1393,体育/运动-武术搏击,搏击中两人抱在一起是为什麽经常看见拳击或自由搏击之中会有两个人在拳击比赛里一方或者双方累了打不动了则采取抱住对方使对方不能击打自己比赛中没有力气了为使自己得到喘息的机会抱住对方喘息歇息片刻都是规则允许的但时间不能太长否则裁判责令分开在中国无数散打里搂抱不许超过秒三秒仍然没有进攻动作也未把对方摔到则判令分开重新开始
,id,category,data
1409,1409,体育/运动-篮球,今天火箭能战胜湖人吗火箭一定能赢相信火箭
,id,category,data
1489,1489,体育/运动-篮球,韦德是选秀顺位选秀大会首轮第五顺位被迈阿密热火队选中
,id,category,data
1688,1688,体育/运动-户外运动,山地自行车公路自行车在公路上踩山地自行车好吗对山地自行车有在山地骑公路车对车有伤害但是山地车在公路上骑没有只不过山地车相比之下要沉重一些
,id,category,data
1816,1816,体育/运动-篮球,我猜新赛季转播计划北京时间播出日期转播场次直播时间周三小牛太阳周四国王火箭周六骑士马刺周日马刺小牛周二篮网热火周三魔术火箭周五火箭热火周六活塞开拓者周日火箭篮网录播周二公牛勇士周三火箭森林狼周六活塞火箭周日马刺人周二马刺国王周三火箭小牛周六火箭灰熊周日热火魔术周二尼克斯热火周三老鹰火箭周六掘金太阳周日灰熊火箭周二小牛公牛周三凯尔特人火箭周六小牛灰熊周日国王超音速周二湖人小牛周三国王森林狼周六热火人周日火箭快艇录播周二骑才超音速周三超音速太阳周六火箭掘金周一马刺活塞周二掘金勇士周三爵士火箭周六凯尔特人国王
,id,category,data
1817,1817,体育/运动-足球,足球垫球技巧垫球技巧颠球不好短时间练好都是在踢球的过程中培养出球感的如果专门训练的话那可以先从脚弓像踢毽子一样找找感觉把熟悉后用脚背正面放松脚不要绷直不然容易脚尖碰上把球勾向自己球颠起来落下到膝盖附近在出脚不要急刚开始人很容易不自觉前倾注意调整重心每次出脚力度尽量一次注意节奏其实也不是很难得刚开始通常都是几下就落地了到后面感觉出来了就颠的顺了
,id,category,data
1881,1881,体育/运动-户外运动,美利达勇士的前避震效果怎么样你好如果是说我的感觉的话我觉得比民用车的要好但比公爵的要差如果你只是玩减震的话还是买公爵比较好
,id,category,data
1978,1978,体育/运动-奥运/赛事,赵蕊蕊该哭了女排后面形势怎么样中国输给美国队了理解你的心情作为中国人我们都希望中国女排勇夺第一但是我认为中国女排的崛起绝对不是靠某一个人的赵蕊蕊今晚的表现大家是有目共睹的姑娘们已经尽力不应该苛求我可以看出来中国女排肩负了很大的压力相对来说美国女排确实有实力这一点是客观事实中国队的路还很长但是有一点应该指出郎平滚出中国作为中国一手培养出来的队员为了一己之私其实就是多赚点钱而站在中国队的对面郎平的素质可想而知有什么面目见中国郎平应该以死谢罪
,id,category,data
2056,2056,体育/运动-篮球,哗今天有人得三双啊可惜没有转播基里连科经常打出准双还有一次准双呢
,id,category,data
2181,2181,体育/运动,足球有哪个国家参加每一界世界杯强决赛巴西参加过以往全部届世界杯这是独无仅有的
,id,category,data
2297,2297,体育/运动-健身,我男的长啤酒肚了请问怎样锻炼可消除啤酒肚长腹肌我人坚持跑步每天我以前就是这样才岁肚子就起来了没办法工作需要所以我每天早上起来就跑至少千米一个星期见效果一个月让你满意但是得坚持另外如果你坚持个月以后你就会发现自己喜欢上锻炼身体了身体也好很多了
,id,category,data
2312,2312,体育/运动,瑜珈是有氧运动吗可以说是有氧运动是指肌体在供氧充分的条件下的运动比如短跑就不是
,id,category,data
2425,2425,体育/运动-篮球,有些球员只一个赛季打得不错就牛得几把毛一样像坎比还有布布兰德最近一直在公牛快船上镜率不高所以可能有些人对他不了解呵呵他的确是一个很全面出色的大前锋至于坎比他在纽约时也不错只不过是经常受伤今年他的发挥很好但是全明星不该出来瞎嚎不是的评选看的不是数据是人气还有长相哈哈
,id,category,data
2439,2439,体育/运动-篮球,哪位有男篮张松涛张庆鹏陈江华王仕鹏的详细资料麻烦发送张松涛球队中国号码生日身高米体重公斤位置中锋俱乐部北京奥神日期比赛时间得分分分罚球篮板助攻抢断盖帽中国意大利美国中国塞内加尔中国斯洛文尼亚中国中国波多黎各希腊中国累计平均张庆鹏球队中国号码生日身高米体重公斤位置后卫俱乐部辽宁盼盼个人技术统计日期比赛时间得分分分罚球篮板助攻抢断盖帽中国意大利美国中国塞内加尔中国斯洛文尼亚中国中国波多黎各希腊中国累计平均陈江华球队中国号码生日身高米体重公斤位置后卫俱乐部广东宏远个人技术统计日期比赛时间得分分分罚球篮板助攻抢断盖帽中国意大利美国中国塞内加尔中国斯洛文尼亚中国中国波多黎各希腊中国累计平均王仕鹏球队中国号码生日身高米体重公斤位置后卫俱乐部广东宏远日期比赛时间得分分分罚球篮板助攻抢断盖帽中国意大利美国中国塞内加尔中国斯洛文尼亚中国中国波多黎各希腊中国累计平均
,id,category,data
2445,2445,体育/运动-足球,在中国哪支意甲球对最受欢迎拉素啊
,id,category,data
2596,2596,体育/运动-健身,怎样练弹跳力可以根据自己的身体情况来进行负重蛙跳还有要多练脚腕力量那样可以防止受伤刚开始负重时不要太重等适应后再慢慢加重量欲速则不达嘛
,id,category,data
2597,2597,体育/运动-赛车/F1,运动是何年开始兴起的有什么好看的年非常刺激有机会体会一下就知道了
,id,category,data
2609,2609,体育/运动-足球,谁是中国球迷的领袖人物我们曾经有过吗未来还有谁能胜任没有领袖人物
,id,category,data
2806,2806,体育/运动-篮球,急初学者打篮球什么位置容易下周比赛啊不论是得分还是组织后卫都要求有熟练的控球技术能运球突破分球组织进攻自己进攻一般的新手不能胜任新手最好先做防守防守只要反应快就好了
,id,category,data
2904,2904,体育/运动-足球,米兰本赛季的表现新赛季今天就开始了米兰会有什么样表现呢知耻而后勇我相信米的实力新赛季最少一个冠军
,id,category,data
2949,2949,体育/运动,罗纳尔多是不是很肥了很多的确肥左商业活动太多训练有不认真想不肥都很难
,id,category,data
2951,2951,体育/运动-足球,李毅加时赛进球了比了大帝今天神了明天媒体肯定又搞热捧了墙头草作风
,id,category,data
